".chain",".iteration",".draw","b_Intercept","sd_author_year__Intercept"
1,61,61,-0.832206160726183,1.34077920132907
1,62,62,-0.462461493721978,1.61436017778352
1,63,63,-1.27704917654274,1.01500261239097
1,64,64,-1.79503870026507,1.04460492070928
1,65,65,-1.87993270901487,1.07344296105175
1,66,66,-1.5240690436168,1.90716172404386
1,67,67,-1.35602025477521,1.96906306369362
1,68,68,-1.38342266795578,1.91363250857277
1,69,69,-0.953900847000195,1.25888514184768
1,70,70,-0.555862153413752,1.37264925888192
1,71,71,-0.592185060064007,0.562862177556914
1,72,72,-1.50510710665955,1.48572156993637
1,73,73,-1.96550873347093,1.90349643116148
1,74,74,-1.13405965484785,0.991014585714068
1,75,75,-1.1785777234883,0.831493360199108
1,76,76,-1.18315919896269,1.01018903456657
1,77,77,-1.42837331842667,1.73834577953947
1,78,78,-2.06068004194013,2.30086242755136
1,79,79,-1.09494574216519,2.06328320786522
1,80,80,-1.02432315258984,1.41431393613984
1,81,81,-1.04292182040047,1.60253570450722
1,82,82,-1.17770050776463,1.41755590620506
1,83,83,-1.06114430325375,1.53886496266252
1,84,84,-0.702009647368699,2.37811056603118
1,85,85,-0.78172353720869,1.87820527736816
1,86,86,-1.01355197538788,2.32096061125599
1,87,87,-0.827720466627645,2.36088095490046
1,88,88,-1.06522596627,2.81908369102835
1,89,89,-1.86026181084535,1.74305677692371
1,90,90,-1.84292145159958,1.99207477397088
1,91,91,-1.06662122450745,1.74122053003994
1,92,92,-0.935791272992613,1.33236413346116
1,93,93,-1.75866054011168,2.04188659968151
1,94,94,-1.22456948854922,1.40186956291926
1,95,95,-1.2030488544909,1.13713151902345
1,96,96,-1.62869316298266,1.74817030287752
1,97,97,-1.26649894172117,1.57122288980401
1,98,98,-0.0977861984519694,1.48246167396533
1,99,99,-0.425727286667502,1.84982152774423
1,100,100,-1.30633156630382,1.35822671773977
1,101,101,-2.26544255916369,1.87792465296143
1,102,102,-0.502111499013703,1.74224449889161
1,103,103,-1.59042807824316,1.53430387596515
1,104,104,-1.23742490393835,1.11945988859157
1,105,105,-0.884148791540158,1.04564993793268
1,106,106,-1.26796170476024,1.07957827593792
1,107,107,-0.864597439173749,1.66828728538716
1,108,108,-1.49364516481527,1.29953489895224
1,109,109,-1.28043275615646,1.17513363432113
1,110,110,-2.53966269696699,1.57818993160427
1,111,111,-2.32703213097836,1.46989595640152
1,112,112,-1.54837025997262,0.993239116646818
1,113,113,-1.28444025120498,0.778359445201349
1,114,114,-0.072733169143848,1.49678330100456
1,115,115,-0.510522206432046,2.19331263424965
1,116,116,-0.542011796595372,2.2602325030072
1,117,117,-0.61559206098683,2.0768649162895
1,118,118,-0.549424933255366,1.9129014444796
1,119,119,-0.497071284079169,3.19039694517739
1,120,120,-0.713161507496769,2.29236115657891
1,121,121,-1.40490803517201,2.36084666245225
1,122,122,-1.65016787232137,1.68234571917541
1,123,123,-1.37655300083539,1.17725075598529
1,124,124,-1.42620761890181,0.870915499755411
1,125,125,-1.98588945613212,1.39341589977795
1,126,126,-1.81525646913262,1.1992173931506
1,127,127,-2.00708948031874,1.4751441600094
1,128,128,-0.925441638160312,1.0472700034299
1,129,129,-1.21617271399773,1.37150482525051
1,130,130,-1.55310852817664,2.03029881158376
1,131,131,-1.84084586678626,1.97159019710064
1,132,132,-1.77555513534444,2.01981277487248
1,133,133,-1.17815440456099,1.37812337887312
1,134,134,-0.769818625307685,1.11722328725889
1,135,135,-1.28490789960199,1.86048551149911
1,136,136,-0.897919069198001,1.56635679166022
1,137,137,-0.575646264503473,1.22206467046787
1,138,138,-0.848387847540112,2.1780248892101
1,139,139,-1.60474111262238,1.83579625891371
1,140,140,-1.18508315206444,1.44330227760089
1,141,141,-1.67555278839901,1.43135150205878
1,142,142,-1.27445982417873,0.852054373724214
1,143,143,-1.24471323651546,1.88042510559121
1,144,144,-0.792369840689553,0.987999415323186
1,145,145,-1.06876724376995,1.08300886695171
1,146,146,-1.74579367078755,1.7141664889483
1,147,147,-2.14155173320785,1.78164425770225
1,148,148,-0.871873621598711,1.99194931770252
1,149,149,-0.846866554531839,1.4507852441268
1,150,150,-1.50433477249359,1.98857472046775
1,151,151,-1.71230521729289,1.92711104814843
1,152,152,-1.97646259758817,2.00242724024798
1,153,153,-1.87450430782556,1.54254802532501
1,154,154,-1.86918681359469,1.58679091639545
1,155,155,-2.28383300984889,1.63975561571584
1,156,156,-1.88946445924387,0.997309309830399
1,157,157,-2.47313297412432,1.67170977085562
1,158,158,-0.971066856869412,1.14456226176528
1,159,159,-0.929486857533702,1.1725688587378
1,160,160,-1.10366542614843,1.6149325959463
1,161,161,-0.277336164011867,1.77936525885804
1,162,162,-0.633817024053357,1.6895861679241
1,163,163,-0.23132571215583,2.7694336133487
1,164,164,-1.08587850161358,2.4432190803035
1,165,165,-1.27502628551431,1.37371887705217
1,166,166,-1.54648427414017,1.06931586635078
1,167,167,-1.29247791027372,0.923073993015848
1,168,168,-1.37817424370662,1.05639486463561
1,169,169,-1.19080640180472,1.30661141887767
1,170,170,-1.1300742361666,1.66633508567993
1,171,171,-1.35690366885445,1.16989417615553
1,172,172,-1.11039557463305,0.945034904216401
1,173,173,-1.04735490695755,0.849206129858872
1,174,174,-1.26951470117959,1.10807054775004
1,175,175,-1.43111799188928,0.716223057220351
1,176,176,-1.8872029288199,1.41010740770792
1,177,177,-2.34137208701702,1.9341024029204
1,178,178,-2.56379896841207,2.16516385692273
1,179,179,-2.70463767667428,2.96445338344632
1,180,180,-1.6773813264851,1.31097679099949
1,181,181,-1.91156253823142,2.30450516102333
1,182,182,-1.94482632966347,1.9603060727721
1,183,183,-2.45368898334343,2.36336109418919
1,184,184,-1.87773799465925,1.74749952709629
1,185,185,-0.810327833933198,2.12589442795222
1,186,186,-1.1121579111977,1.66128919095674
1,187,187,-1.34856415587636,2.08663567345081
1,188,188,-1.4127686803999,1.77312264448949
1,189,189,-0.61842729639392,2.46097414003515
1,190,190,-0.679190476403814,2.00629982819443
1,191,191,-1.16886316874323,2.90152807800744
1,192,192,-2.21895358139945,2.90712749312666
1,193,193,-1.48657549651214,1.44690566958829
1,194,194,-1.70319934963513,1.4465377349702
1,195,195,-1.61789809277047,1.17035263724472
1,196,196,-1.38650978264587,1.05879861715804
1,197,197,-1.7772422144205,1.30353716117956
1,198,198,-1.2809891723802,0.839184213827341
1,199,199,-1.44668098195436,1.15934514390256
1,200,200,-1.53238611056732,1.07083712117194
1,201,201,-2.22476483473517,1.40077064796473
1,202,202,-1.2913966860525,0.705984674114127
1,203,203,-2.00033693963423,1.14785554267956
1,204,204,-1.29911407732897,0.797929538314978
1,205,205,-1.60930479162967,2.42977784807128
1,206,206,-1.68241752937244,3.16218702581815
1,207,207,-1.47990250027269,3.79429131293562
1,208,208,-0.902657114736629,1.65517770626393
1,209,209,-1.16421394460322,2.55011167661564
1,210,210,-1.2099185166856,2.56255881885177
1,211,211,-0.930390842683977,1.88424190777193
1,212,212,-1.75973800477615,2.06884701085762
1,213,213,-1.25649483525354,1.3246424330728
1,214,214,-2.33720333987116,2.28871630277673
1,215,215,-1.58480314428577,0.992593083561814
1,216,216,-1.62106539110851,1.3032962315046
1,217,217,-1.7316938016931,1.73552520588739
1,218,218,-1.35693653571292,0.805658608871763
1,219,219,-2.4764895093385,1.91049533612226
1,220,220,-1.36854412212318,0.8873185970915
1,221,221,-0.274514338460555,1.34332628025612
1,222,222,-0.731737401347763,2.74512392177176
1,223,223,-1.18030227669959,1.44366180421774
1,224,224,-1.12466743625663,1.47445279901719
1,225,225,-0.832829436247442,1.61887714069603
1,226,226,-1.87881617716734,1.63542155176581
1,227,227,-0.987921740541642,1.26633681639286
1,228,228,-1.51871582720902,1.21571186724346
1,229,229,-1.37595527504699,1.00155738296299
1,230,230,-0.965798079970293,1.18876332943435
1,231,231,-1.26195404223591,2.08221780846348
1,232,232,-1.07003784439489,2.50625646656192
1,233,233,-1.25988496187324,1.92459654228702
1,234,234,-0.82341751320472,1.411172382459
1,235,235,-1.48516097402117,1.69184480357209
1,236,236,-1.19855430598494,1.27975425388833
1,237,237,-1.48363050470369,1.05444937195633
1,238,238,-1.87137712754781,1.34939280911092
1,239,239,-1.84552505586542,1.85100342024519
1,240,240,-1.8018900492523,1.33771454557465
1,241,241,-1.62574700291466,1.27908177925566
1,242,242,-2.0726911861452,1.94246326545011
1,243,243,-1.24542825694276,1.94583233976597
1,244,244,-1.01354700887157,2.23490235029508
1,245,245,-1.54872829101745,2.9694938837923
1,246,246,-0.947067868159419,2.37201979349492
1,247,247,-1.21348756670436,1.03894046846372
1,248,248,-1.26173109185176,0.828437198185736
1,249,249,-1.1223730497051,1.70796225600514
1,250,250,-0.928864310201285,1.65382370280012
1,251,251,-1.23979531955109,1.4094665567866
1,252,252,-0.431723522137199,1.17439970856605
1,253,253,-0.057070177516014,2.2361056455969
1,254,254,-0.903222444127039,1.44815941717981
1,255,255,-0.981732239652973,1.4260654823481
1,256,256,-0.991936864161342,1.28850287485805
1,257,257,-0.826590546015914,0.772489881787403
1,258,258,-1.84825000526723,2.24320155481276
1,259,259,-0.920109376747328,1.06008147040627
1,260,260,-1.0582516389534,1.44122986384701
1,261,261,-0.65884269724125,1.50055946124564
1,262,262,-2.07113243085829,1.28060407332635
1,263,263,-1.46011707608202,1.22976010290796
1,264,264,-1.76602452180038,1.53222244216017
1,265,265,-0.727059563109922,1.21066412936364
1,266,266,-0.640723131789463,1.51535887382049
1,267,267,-0.996016581022026,0.899952297979444
1,268,268,-1.48248939849658,1.17651331110381
1,269,269,-1.08832012472659,1.03076377275346
1,270,270,-1.06210399030831,0.996581570661992
1,271,271,-1.5084354521706,1.22875090249473
1,272,272,-1.48361828081972,0.775758601066873
1,273,273,-1.639303763764,0.954172992489405
1,274,274,-1.49330221609927,0.79539363701297
1,275,275,-2.11712851132244,1.26128222524045
1,276,276,-1.10696180759292,0.68499065483941
1,277,277,-1.90770512738125,0.964792032812042
1,278,278,-1.0135421128514,1.79336309338364
1,279,279,-1.52663042791987,1.13294991586621
1,280,280,-1.18310993528681,3.01915914436645
1,281,281,-0.998719378435897,3.10105649177695
1,282,282,-1.53854094447973,1.34410466149044
1,283,283,-2.12227938916884,1.63464800765099
1,284,284,-1.86391689098787,2.03844054058157
1,285,285,-1.96073659851106,1.4899962583212
1,286,286,-1.03738072192101,1.1990797036179
1,287,287,-0.955844705591552,1.04961300902497
1,288,288,-1.55114694118701,1.55647515874109
1,289,289,-2.36231772954714,1.66838440017138
1,290,290,-1.53244451027135,0.771919081136371
1,291,291,-1.16791439378057,1.1247265180285
1,292,292,-1.46757815000912,1.37889265704068
1,293,293,-1.03225343611383,1.45001054652529
1,294,294,-0.886939621763151,1.35127389264439
1,295,295,-1.028783594062,1.03493293293797
1,296,296,-1.56724349112066,1.69953119839378
1,297,297,-1.62901118603197,1.21765846992279
1,298,298,-1.76773414524313,1.221423917576
1,299,299,-1.91666396113564,2.02814062747931
1,300,300,-1.36551419487809,1.20553226505818
1,301,301,-1.80693344142991,2.06583408305262
1,302,302,-1.89017548139926,1.69270797705752
1,303,303,-1.71028083660979,1.25343033890059
1,304,304,-1.31497040363495,0.92522691397665
1,305,305,-0.701060631023261,1.84648594499781
1,306,306,-0.186304238268052,1.76326999684453
1,307,307,-0.0818312880262656,2.21540129708439
1,308,308,-1.1890192844031,2.51317512760285
1,309,309,-0.744207686715997,1.74224932263032
1,310,310,-1.14814306933843,1.66764961003682
1,311,311,-1.33765577470149,1.68528622781022
1,312,312,-1.12182281438441,3.60449321944999
1,313,313,-0.965825736301502,3.40484734013795
1,314,314,-0.988129184852185,2.21670779673314
1,315,315,-1.0239351077156,1.4934395180336
1,316,316,-0.477131211520251,2.96279458926221
1,317,317,-0.434336860937449,2.94239560090992
1,318,318,-0.937642651476545,1.82483730844513
1,319,319,-2.02348620640639,2.60921372144213
1,320,320,-1.81685769909248,2.66571289375251
1,321,321,-0.951350237649928,1.10319227898882
1,322,322,-1.77307376294818,2.27811844470185
1,323,323,-1.9789918869356,1.47474524946008
1,324,324,-0.814283542330153,0.8326686721444
1,325,325,-1.09385837694288,0.952471364619046
1,326,326,-1.50972428986396,1.16968637025276
1,327,327,-1.29271060786086,1.06996846136349
1,328,328,-0.651388728867186,1.12307911026189
1,329,329,-1.07443338200475,1.39087128366336
1,330,330,-1.4955163300511,1.39846195760406
1,331,331,-0.85241482832813,1.05225456342848
1,332,332,-1.66879864116404,1.16327235409217
1,333,333,-0.375422212696222,0.444482875456263
1,334,334,-0.288277671518944,0.577660295331313
1,335,335,-1.32480769329564,1.2480906871529
1,336,336,-0.814878274008965,0.830786184942682
1,337,337,-1.26577522493981,1.09542660519248
1,338,338,-0.987971478078684,0.803314917232655
1,339,339,-0.954549259811737,0.947213499649366
1,340,340,-0.920138379204669,1.35802505952095
1,341,341,-1.09853938668052,1.92253764546849
1,342,342,-0.378777720089766,2.933108784292
1,343,343,-0.370722692132272,3.10553008522502
1,344,344,-0.356247747803203,3.22349805683163
1,345,345,-0.262684781096885,3.20868691148366
1,346,346,-0.643035755916517,2.22045439938202
1,347,347,-0.746907239899537,2.01205062897271
1,348,348,-1.4012667605205,2.09791698849906
1,349,349,-0.890926628864458,1.8107389150897
1,350,350,-1.37829810173545,1.91301056512714
1,351,351,-1.75830767995698,2.31469413013053
1,352,352,-1.65324688259932,2.720403699803
1,353,353,-1.53377626081341,1.83061235356751
1,354,354,-1.47884518314831,1.93700717716191
1,355,355,-1.52737993412949,2.10171715591456
1,356,356,-1.4002278822925,0.758385619297469
1,357,357,-1.43264653226324,0.933032060506676
1,358,358,-1.59029233092916,0.91867490191409
1,359,359,-1.65374705101453,0.960774110685568
1,360,360,-1.67142990534592,0.970162529835438
1,361,361,-1.42337909793251,0.882630747095032
1,362,362,-1.16739329916665,0.97471881877951
1,363,363,-1.38951053853027,1.23942200058778
1,364,364,-1.99618657006386,1.65468403258486
1,365,365,-1.48799866545999,1.23867473131428
1,366,366,-1.85026211418518,1.33363646283356
1,367,367,-1.71453014775276,1.23538853263445
1,368,368,-1.75808068038075,1.94090214580369
1,369,369,-0.971527903514492,1.4771186524422
1,370,370,-1.82534984901839,1.32444324513792
1,371,371,-1.4720489108295,1.42782961454446
1,372,372,-1.10227662019629,1.29927584329069
1,373,373,-0.75097558154305,0.91224833270698
1,374,374,-1.00638236122346,1.25320049372872
1,375,375,-1.10629602260148,1.21869941352641
1,376,376,-0.310904756766318,1.97925015084073
1,377,377,-0.423660713499679,1.34844015258019
1,378,378,-1.37606826185895,2.16964665461455
1,379,379,-1.37040517121656,1.63976912751781
1,380,380,-1.13446948783323,1.71224193523846
1,381,381,-1.21841385323879,1.91777697451393
1,382,382,-1.18499550149789,1.09237306901516
1,383,383,-0.810760064296101,1.63154582972572
1,384,384,-1.52711080353876,0.819623877237583
1,385,385,-1.69982029842183,1.90624762707168
1,386,386,-1.0016545074843,1.3807051059314
1,387,387,-1.53826389224395,1.32409812449483
1,388,388,-1.48432539206163,1.34755297827734
1,389,389,-1.53602755317303,1.41540949072032
1,390,390,-1.85098476396083,1.33924145212511
1,391,391,-1.46350875762947,1.15956089748152
1,392,392,-1.48577330801009,1.64588757971054
1,393,393,-1.54095808804824,0.902280671095963
1,394,394,-2.2520608413238,1.75717468537131
1,395,395,-2.3232706743881,2.21415338554969
1,396,396,-2.08431699869542,1.42142124251998
1,397,397,-1.23162479227812,2.1032590153824
1,398,398,-1.03319443384318,0.748372845277362
1,399,399,-1.21807175300092,1.0182332237557
1,400,400,-1.18267906427371,0.757352220383593
1,401,401,-1.69513099395524,1.26928843621291
1,402,402,-1.18242463483713,1.73896813800758
1,403,403,-0.945089522975368,1.93157237617681
1,404,404,-1.11951469900948,2.32785377224666
1,405,405,-0.912200965415485,2.05547978021893
1,406,406,-0.983404613898231,0.914634081789597
1,407,407,-0.92411583722165,1.48953603662739
1,408,408,-1.72157060796487,1.81259514422949
1,409,409,-1.09817665806143,1.62674094216774
1,410,410,-1.26691895303458,1.21649426560225
1,411,411,-1.35401298222405,1.40614068553026
1,412,412,-1.04573522245999,1.33049851242375
1,413,413,-1.29171091286562,1.81043794532882
1,414,414,-1.15970990853078,1.11414670695574
1,415,415,-0.844856959472836,0.755275959164282
1,416,416,-1.73573656490009,2.17346473750979
1,417,417,-1.18584857795848,1.47364622786294
1,418,418,-1.39045622991481,1.61066412217832
1,419,419,-2.48442796794441,1.80906198742291
1,420,420,-1.67717283575493,1.5136103657051
1,421,421,-1.34231444876582,2.05945370463652
1,422,422,-1.70202348561852,2.1426373175332
1,423,423,-1.9562378360377,1.85778887407504
1,424,424,-1.30529619192244,1.49122031139205
1,425,425,-1.48535318284374,2.25848175147257
1,426,426,-1.05495747558595,1.78816533823345
1,427,427,0.110158282776587,2.9388771039227
1,428,428,-1.36773133910952,1.78470256607484
1,429,429,-1.31354944796277,2.27423041876325
1,430,430,-1.41660505995322,1.03594392313777
1,431,431,0.0817700188115491,1.12249763984797
1,432,432,-0.500694790769778,0.677296002612909
1,433,433,-1.63367767289686,1.79337884368751
1,434,434,-1.314325738925,1.4570325738596
1,435,435,-1.98160973755824,1.66021893355185
1,436,436,-2.02986667687424,1.28573379691759
1,437,437,-2.76942325029093,2.07670801179641
1,438,438,-1.71203537113884,1.71330621883882
1,439,439,-1.11009504928623,1.36846942023744
1,440,440,-0.749300099805861,1.02047314376116
1,441,441,-1.4089510544677,1.12131505066838
1,442,442,-0.70423988011036,1.11658636315699
1,443,443,-1.62788332662498,1.24989008357681
1,444,444,-0.374673164491167,1.11354217035755
1,445,445,-0.424350680717979,0.947755737946503
1,446,446,-1.71530843303513,2.48149026039101
1,447,447,-0.597454022518516,1.18466563876765
1,448,448,-0.746569922959328,2.14487863201999
1,449,449,-1.46967676786317,2.83025921676758
1,450,450,-1.81208442135089,2.96505055342192
1,451,451,-1.54826742989637,2.56563194164316
1,452,452,-1.71032317234362,1.32166854989518
1,453,453,-1.33713942132111,1.69197487057674
1,454,454,-1.40197438523595,1.6501288188946
1,455,455,-0.988856314918104,0.870696558431822
1,456,456,-2.20624707063821,1.31717925281179
1,457,457,-1.7402852208174,2.33350096366497
1,458,458,-0.276939457705738,1.94000229209975
1,459,459,-0.697399063683572,2.14535983644686
1,460,460,-1.97010350129425,1.80422544900758
1,461,461,-1.90250371338727,2.66702086720472
1,462,462,-0.900776928618099,1.79836416490941
1,463,463,-0.525649700465046,1.55413256803144
1,464,464,-0.42686444768236,1.01940165264746
1,465,465,-0.916779504343569,1.9209795095549
1,466,466,-1.63149382515357,1.18249916201653
1,467,467,-2.06755839237133,1.46619726725345
1,468,468,-1.49099541210941,1.45608982547993
1,469,469,-1.68756826407792,1.47944528402021
1,470,470,-2.21870890408145,1.3542755325198
1,471,471,-1.63425524676717,1.19889207319133
1,472,472,-0.978878565732822,1.27167912718176
1,473,473,-1.54193414902254,0.906644315011629
1,474,474,-1.67429747205147,0.992623556420291
1,475,475,-2.45265364668272,1.13242076538795
1,476,476,-1.59551077470005,0.844731833179826
1,477,477,-1.83747615473462,1.8489951314618
1,478,478,-1.25770195439605,1.55686253210767
1,479,479,-1.35628403883755,1.40625622108614
1,480,480,-1.99762763471135,1.43170112315533
1,481,481,-1.95592315773093,1.50127115014971
1,482,482,-1.75092289988622,1.76276237027537
1,483,483,-1.59469162874527,1.73902680333869
1,484,484,-0.974499043347205,1.03680691186887
1,485,485,-1.79116064359218,1.72201181648743
1,486,486,-2.06103541471796,1.61166731580594
1,487,487,-1.59012524932277,2.23776482633103
1,488,488,-1.39502479766156,1.71399680168975
1,489,489,-1.84550351557225,1.15095378519776
1,490,490,-0.63157971085016,1.21821223304263
1,491,491,-0.989893754032414,1.34871657246269
1,492,492,-1.88482582083847,1.27382323337293
1,493,493,-1.73729786943881,1.85941427032344
1,494,494,-1.4267506758345,1.12701071489148
1,495,495,-1.15131944535072,0.814272081021861
1,496,496,-1.35631437635927,1.20159993869437
1,497,497,-1.375305131451,1.30970947130306
1,498,498,-1.1808747846003,0.995569926155402
1,499,499,-1.14972024706613,0.882771632049031
1,500,500,-1.54303844181426,1.32790188957415
1,501,501,-0.98173907507239,0.923034694544919
1,502,502,-1.45484809883163,1.41422393540516
1,503,503,-0.702648126186287,1.01774692643523
1,504,504,-1.21432287127548,1.68529089935595
1,505,505,-1.21765124758428,1.70545917997079
1,506,506,-0.453615313011595,1.5864908793245
1,507,507,-0.687178940596536,2.72567902840653
1,508,508,0.549580575451339,2.67041857832487
1,509,509,-1.77588945141318,1.45965621164513
1,510,510,-0.666374525188595,1.70870366165371
1,511,511,-1.72240749964134,1.20880622856834
1,512,512,-1.47187823322372,0.889493110636912
1,513,513,-1.58908311095957,1.58416503883149
1,514,514,-1.39936564912882,1.29341644141538
1,515,515,-1.24870134980927,1.3860026647328
1,516,516,-1.30678597255589,1.14313307719815
1,517,517,-1.48105871766942,1.77957967819372
1,518,518,-0.342748303560768,1.87779474727188
1,519,519,-2.04055996042404,2.23714960860996
1,520,520,-2.11866435708809,2.1449410493199
1,521,521,-0.869332254009934,1.96607853789646
1,522,522,-1.92207818488566,2.18563236238138
1,523,523,-1.83837654299594,1.45403447780332
1,524,524,-2.6108010036031,3.13839504336265
1,525,525,-1.16180594415025,1.51145390995148
1,526,526,-1.22764332227431,1.76540738341047
1,527,527,-0.521343572488995,1.06696025847
1,528,528,-1.2014104611944,1.36441796320266
1,529,529,-0.451362152949358,1.62272031764683
1,530,530,-0.485543456607098,1.4434804411699
1,531,531,-1.22409556320126,1.84902268250008
1,532,532,-1.58794536826476,1.53760862231546
1,533,533,-1.46318450167031,1.30961040931699
1,534,534,-2.30905544139528,1.31428919488517
1,535,535,-2.07067556430648,1.01660222765984
1,536,536,-0.907439910983998,1.22148720733974
1,537,537,-1.14237442803943,0.916990657908635
1,538,538,-1.60657240697948,1.59620101428777
1,539,539,-1.62416610618766,1.57699834062055
1,540,540,-2.41732609885602,3.01702590715014
1,541,541,-1.64327342033871,1.53768781553456
1,542,542,-1.57795473697839,1.86119336268339
1,543,543,-0.5572697242732,1.89703366122273
1,544,544,-1.68989303376144,1.45246196919785
1,545,545,-1.56562009518175,1.40941899724156
1,546,546,-1.83475663268125,1.15741106131948
1,547,547,-1.54086625322937,1.3467687969067
1,548,548,-1.48402323001559,1.2934434198047
1,549,549,-1.20940416146508,1.04409371092118
1,550,550,-0.95544953983107,1.12085546680506
1,551,551,-1.10762927153214,1.25702552426209
1,552,552,-1.00520700678772,1.20164029846541
1,553,553,-0.987997383001548,0.790588683855498
1,554,554,-0.876069571568241,0.989941733212488
1,555,555,-0.186196808292172,1.60369935145023
1,556,556,-0.000272617635581335,1.36378027216351
1,557,557,-0.404612566539476,1.99846757873418
1,558,558,-1.34986954116386,1.37721936108908
1,559,559,-0.648827254341539,0.931551570424729
1,560,560,-0.93450706684239,1.17787927465704
1,561,561,-0.827124270103519,2.07405080799685
1,562,562,-0.975295344238954,1.22431024939383
1,563,563,-1.0976959132333,1.48513061431765
1,564,564,-1.94272275293649,1.46722835465123
1,565,565,-1.63562516226861,1.55947245516053
1,566,566,-2.58547022972073,2.37654863111666
1,567,567,-2.16846647047932,1.54820840859227
1,568,568,-1.31733089836582,1.20139828248912
1,569,569,-1.97688234602916,1.12400181277659
1,570,570,-1.61932496219278,0.758058208717589
1,571,571,-1.52410954128003,0.867935309103541
1,572,572,-1.960096835177,1.04648761968762
1,573,573,-1.88416628242332,1.4861312084922
1,574,574,-1.57835118729663,1.00604704772173
1,575,575,-1.96506822071441,1.52802576640047
1,576,576,-1.59691272799703,1.51661124663727
1,577,577,-1.44777744615995,1.32151031055776
1,578,578,-2.01817567850711,1.6496427306191
1,579,579,-2.14617056079632,2.66835680359306
1,580,580,-0.770544904003734,1.17467021987097
1,581,581,-0.932622227068583,2.24570331216377
1,582,582,-1.41167825999134,1.40648135544819
1,583,583,-1.7231555819114,1.19659873049601
1,584,584,-1.14549422478534,3.19316557105999
1,585,585,-1.18737293925262,1.21192119229984
1,586,586,-1.28425085164794,1.14702452278664
1,587,587,-0.978843173505814,1.24296946854074
1,588,588,-1.42170821893314,1.36088116270165
1,589,589,-1.34758520440481,1.0734228222614
1,590,590,-1.38260954065395,1.08055882826199
1,591,591,-1.1008795912787,1.57391658876133
1,592,592,-1.09506773573874,1.55717066508485
1,593,593,-0.72779119670881,1.569545985131
1,594,594,-2.21416189739818,1.60424193219714
1,595,595,-2.07659204449232,1.63915659470772
1,596,596,-1.696847318798,1.65631858669663
1,597,597,-1.367332526187,0.83335375407416
1,598,598,-1.51347784480443,1.30495729910902
1,599,599,-1.29677367541495,1.45261354031445
1,600,600,-1.50809624677684,1.43512943978187
1,601,601,-1.24421392335393,1.24133547717543
1,602,602,-0.850404228251966,0.774044265508521
1,603,603,-1.29871965053031,0.82965794395248
1,604,604,-1.29661477948192,0.960738866186162
1,605,605,-2.05339107226982,1.66873656586313
1,606,606,-1.81440809635117,1.83035972582425
